,cost2,E SC2,SCR2,SSR2,SSR2 ewh,cost3,E SC3,SCR3,SSR3,SSR3 ewh
0,9671.586959318749,0.0,,0.0,0.0,9671.586959318749,0.0,,0.0,0.0
1,9638.299271954114,667.9589583396162,100.0,0.7433107194809673,5.259289819510998,9638.299271954114,667.9589583396162,100.0,0.7433107194809673,5.259289819510998
2,9605.011584589482,1335.9179166792323,100.0,1.4866214389619345,9.551216026348298,9605.011584589482,1335.9179166792323,100.0,1.4866214389619345,9.551216026348298
3,9571.723897224849,2003.8768750188488,100.0,2.229932158442902,13.025311374489895,9571.723897224849,2003.8768750188488,100.0,2.229932158442902,13.025311374489895
4,9538.436209860216,2671.8358333584647,100.0,2.973242877923869,15.950370807386571,9538.436209860216,2671.8358333584647,100.0,2.973242877923869,15.950370807386571
5,9505.148522495581,3339.794791698081,100.0,3.716553597404837,18.408471755319958,9505.148522495581,3339.794791698081,100.0,3.716553597404837,18.408471755319958
6,9471.860835130949,4007.7537500376975,100.0,4.459864316885804,20.522207380692233,9471.860835130949,4007.7537500376975,100.0,4.459864316885804,20.522207380692233
7,9438.573147766314,4675.712708377314,100.0,5.203175036366773,22.335484732319742,9438.573147766314,4675.712708377314,100.0,5.203175036366773,22.335484732319742
8,9405.285460401681,5343.671666716929,100.0,5.946485755847738,23.954771830627255,9405.285460401681,5343.671666716929,100.0,5.946485755847738,23.954771830627255
9,9371.997773037046,6011.630625056547,100.0,6.689796475328707,25.411382633102157,9371.997773037046,6011.630625056547,100.0,6.689796475328707,25.411382633102157
10,9338.710085672414,6679.589583396162,100.0,7.433107194809674,26.721351713903797,9338.710085672414,6679.589583396162,100.0,7.433107194809674,26.721351713903797
11,9305.422398307779,7347.548541735778,100.0,8.17641791429064,27.89126978504648,9305.44528830778,7347.548541735778,100.0,8.17641791429064,27.89126978504648
12,9272.134710943146,8015.507500075395,100.0,8.919728633771609,28.950023249019903,9272.230470943146,8015.507500075395,100.0,8.919728633771609,28.985763063172865
