,EWH,LV,MV,Tariff,EWH flex,PV
123,5.25,8.066999999999995,14.02025,v,0.0,0.0
124,16.800000000000004,9.020000000000003,16.041,v,0.0,0.0
125,16.800000000000004,9.665999999999991,16.5690625,v,0.0,0.0
126,7.35,10.219,17.097125,c,0.0,0.0
127,12.600000000000003,10.791000000000004,17.6251875,c,0.0,-0.05733333333333335
128,11.550000000000002,11.378000000000007,18.15325,c,0.0,16.94987487097558
129,6.3,10.297999999999998,21.6190625,c,0.0,26.475437958295142
130,12.600000000000003,10.648999999999996,25.084875,c,0.0,19.597698262397085
131,17.850000000000005,10.472000000000003,28.5506875,c,8.4,29.923221065731404
132,13.650000000000004,10.268,32.0165,c,8.4,36.404103852239594
133,15.750000000000005,11.873000000000005,34.018375,c,3.1500000000000004,49.795651088033864
134,15.750000000000005,12.39,36.02025,c,12.600000000000003,63.787793363168525
135,7.35,13.590000000000007,38.022125,c,9.450000000000001,67.13282096125663
136,7.35,13.603999999999996,40.024,c,2.1,74.08439497911222
137,6.3,12.76,40.63699999999999,c,2.1,69.54118462464653
138,4.2,11.606000000000005,41.25,c,1.05,76.85589925943631
139,3.1500000000000004,11.561999999999998,41.863,c,10.500000000000002,87.88856805351993
140,3.1500000000000004,11.903000000000004,42.476000000000006,c,9.450000000000001,85.03963951112603
141,2.1,12.393,41.400125,c,6.3,84.68261314674619
142,0.0,13.417000000000002,40.32425,c,11.550000000000002,91.75352253138914
143,0.0,13.864000000000004,39.248375,c,15.750000000000005,95.9136563744921
144,0.0,12.816000000000004,38.1725,c,16.800000000000004,94.30332082724188
145,0.0,15.280999999999995,38.48425,c,12.600000000000003,94.60539947807814
146,0.0,13.850999999999999,38.796,c,14.700000000000005,94.7611389448551
147,0.0,14.361000000000004,39.10775,c,13.650000000000004,95.23754154242555
148,0.0,14.391000000000005,39.4195,c,13.650000000000004,95.34992355296049
149,0.0,14.939000000000002,39.301,c,12.600000000000003,94.82515776660483
150,0.0,14.374999999999998,39.1825,c,13.650000000000004,94.54170040208825
151,0.0,12.445000000000007,39.06399999999999,c,13.650000000000004,93.07925640423734
152,0.0,13.063,38.9455,c,11.550000000000002,91.14456163314374
153,0.0,13.586999999999994,37.212125,c,9.450000000000001,88.31946687054892
154,0.0,13.387999999999991,35.47875,c,8.4,85.32195607102436
155,0.0,13.137,33.745375,c,7.35,82.191743825746
156,0.0,13.909000000000002,32.012,c,5.25,78.53614352890693
157,1.05,14.789000000000007,32.5990625,c,4.2,75.15146879446193
158,1.05,13.995,33.186125,c,2.1,70.90801827299966
159,2.1,13.49200000000001,33.77318749999999,c,4.2,65.76593694610334
160,4.2,13.355999999999993,34.36024999999999,c,2.1,61.002218243899044
161,2.1,11.902999999999995,33.995875,c,3.1500000000000004,55.01324209115603
162,3.1500000000000004,12.092000000000008,33.6315,c,5.25,48.83984409129214
163,8.4,12.108000000000004,33.26712499999999,c,8.4,44.18858987443339
164,9.450000000000001,11.466999999999995,32.90275,p,7.35,36.09850715906864
165,7.35,13.185999999999995,31.7621875,p,2.1,29.552839104473588
166,5.25,12.87300000000001,30.621625,p,3.1500000000000004,23.40893608063066
167,4.2,12.506000000000002,29.4810625,p,4.2,15.98514434176868
168,9.450000000000001,13.893999999999995,28.3405,p,8.4,14.329975302172379
169,13.650000000000004,15.287999999999993,27.43825,p,10.500000000000002,6.598682784913731
170,14.700000000000005,17.254000000000005,26.535999999999998,p,10.500000000000002,2.273681279643231
171,10.500000000000002,17.771999999999995,25.63375,p,8.4,-0.08600000000000002
172,11.550000000000002,19.447,24.7315,p,8.4,-0.08600000000000002
173,12.600000000000003,18.56899999999999,24.592625,p,8.4,-0.08600000000000002
174,10.500000000000002,20.183,24.45375,p,7.35,-0.011466666666666667
175,12.600000000000003,20.985999999999986,24.314875,p,9.450000000000001,0.0
176,11.550000000000002,21.189000000000004,24.176,p,10.500000000000002,0.0
177,13.650000000000004,20.956,23.64125,p,12.600000000000003,0.0
178,9.450000000000001,23.67899999999999,23.1065,p,8.4,0.0
179,8.4,21.428,22.57175,p,5.25,0.0
180,7.35,21.713000000000005,22.036999999999995,p,4.2,0.0
181,3.1500000000000004,19.502000000000006,19.7825625,p,3.1500000000000004,0.0
182,4.2,18.177,17.528124999999996,p,4.2,0.0
183,3.1500000000000004,17.982000000000006,15.273687499999998,p,3.1500000000000004,0.0
184,1.05,18.079,13.01925,c,1.05,0.0
185,0.0,16.354000000000006,11.0801875,c,0.0,0.0
186,2.1,16.228999999999996,9.141125,c,2.1,0.0
187,2.1,15.804999999999998,7.2020625,c,2.1,0.0
188,0.0,15.744000000000002,5.263,c,0.0,0.0
189,0.0,16.062,6.446125,c,0.0,0.0
190,0.0,17.453999999999994,7.62925,c,0.0,0.0
191,0.0,15.804,8.812375,c,0.0,0.0
192,0.0,13.318,9.9955,c,0.0,0.0
193,1.05,12.923,8.795625,c,0.0,0.0
194,1.05,10.918000000000005,7.59575,v,0.0,0.0
195,0.0,9.997000000000002,6.395875,v,0.0,0.0
196,0.0,9.922,5.196000000000001,v,0.0,0.0
197,0.0,10.724,5.0170625,v,0.0,0.0
198,0.0,9.65,4.838125,v,0.0,0.0
199,0.0,9.782999999999994,4.6591875,v,0.0,0.0
200,0.0,9.261999999999997,4.48025,sv,0.0,0.0
201,0.0,8.514999999999995,4.5178125,sv,0.0,0.0
202,0.0,8.324000000000002,4.555375,sv,0.0,0.0
203,0.0,8.246999999999995,4.5929375000000014,sv,0.0,0.0
204,0.0,8.905999999999993,4.6305000000000005,sv,0.0,0.0
205,0.0,8.229999999999995,4.603625,sv,0.0,0.0
206,0.0,8.126999999999995,4.5767500000000005,sv,0.0,0.0
207,1.05,8.236999999999998,4.549875,sv,0.0,0.0
208,1.05,8.066999999999998,4.523,sv,0.0,0.0
209,0.0,7.75,4.501875,sv,0.0,0.0
210,1.05,7.777999999999994,4.4807500000000005,sv,0.0,0.0
211,1.05,7.170999999999999,4.459625,sv,0.0,0.0
212,2.1,7.327000000000001,4.4385,sv,0.0,0.0
213,3.1500000000000004,7.820999999999999,4.4313125000000015,sv,0.0,0.0
214,2.1,6.961999999999998,4.424125,sv,0.0,0.0
215,3.1500000000000004,7.286999999999997,4.4169375,sv,0.0,0.0
216,8.4,7.142999999999996,4.40975,v,0.0,0.0
217,7.35,7.178999999999995,4.9954375,v,0.0,0.0
218,2.1,7.460999999999995,5.581125,v,0.0,0.0
219,4.2,7.981999999999997,6.166812500000002,v,0.0,0.0
220,4.2,10.05,6.7525,v,0.0,0.0
221,5.25,12.512000000000004,9.5040625,v,0.0,0.0
222,9.450000000000001,13.192000000000007,12.255624999999998,c,0.0,0.0
223,13.650000000000004,14.317999999999996,15.0071875,c,0.0,-0.06880000000000003
224,17.850000000000005,14.719999999999995,17.75875,c,0.0,1.0021870614703596
225,13.650000000000004,14.445000000000006,18.072625,c,0.0,6.502733202682895
226,12.600000000000003,14.282999999999998,18.3865,c,0.0,13.310644475869758
227,13.650000000000004,15.578000000000005,18.700375,c,6.3,27.39718324927735
228,11.550000000000002,13.915999999999999,19.01425,c,7.35,29.22832455941191
229,11.550000000000002,14.308,21.039375,c,1.05,19.52114629587695
230,11.550000000000002,14.731,23.0645,c,4.2,30.88204760684987
231,12.600000000000003,15.173999999999996,25.089625,c,15.750000000000005,52.62871204355056
232,12.600000000000003,15.259999999999994,27.114750000000004,c,11.550000000000002,40.65603383063373
233,7.35,15.651,28.301562500000006,c,16.800000000000004,62.16022452555635
234,3.1500000000000004,15.058000000000005,29.488375000000005,c,16.800000000000004,51.13532306063066
235,2.1,15.560999999999995,30.675187500000003,c,0.0,49.36514886310166
236,2.1,13.456999999999988,31.862,c,17.850000000000005,71.4242675048202
237,2.1,13.458999999999998,32.267250000000004,c,17.850000000000005,69.82161604604342
238,1.05,14.222999999999999,32.6725,c,0.0,48.73264692281598
239,1.05,15.675,33.077749999999995,c,0.0,46.55109462306819
240,0.0,15.569999999999993,33.483000000000004,c,0.0,52.705684418550504
241,0.0,17.32599999999999,33.20375,c,0.0,34.94310681021622
242,0.0,16.532,32.924499999999995,c,11.550000000000002,70.79446823181037
243,0.0,15.924999999999995,32.64525,c,41.999999999999986,100.1347014776464
244,0.0,15.546,32.366,c,30.450000000000014,87.6825156557834
245,0.0,15.279999999999998,32.664125,c,7.35,65.40649586953882
246,0.0,15.016999999999998,32.96225,c,9.450000000000001,67.35535280632371
247,0.0,14.044999999999998,33.260375,c,2.1,49.63865564872528
248,0.0,14.788000000000007,33.5585,c,6.3,64.14652967687151
249,0.0,15.501,33.79975,c,6.3,52.504631888858135
250,0.0,15.661000000000005,34.041,c,5.25,64.86130422701113
251,0.0,15.078999999999995,34.28225,c,7.35,66.34774506428072
252,0.0,14.606000000000005,34.5235,c,2.1,57.59463884268593
253,1.05,15.147000000000007,34.00075,c,0.0,45.04421623509269
254,1.05,16.376999999999992,33.477999999999994,c,0.0,54.898550215506965
255,1.05,16.615999999999982,32.95525,c,0.0,53.21629306208288
256,1.05,15.396000000000004,32.4325,c,1.05,54.35079140858136
257,0.0,14.952999999999996,32.896375,c,3.1500000000000004,54.6700008552639
258,4.2,14.584,33.36024999999999,c,2.1,26.306520287739648
259,6.3,14.592999999999998,33.824124999999995,c,1.05,22.21669306472352
260,4.2,12.376999999999995,34.288000000000004,p,3.1500000000000004,32.07197775544658
261,4.2,13.935000000000004,33.51725,p,4.2,27.960133750880015
262,6.3,13.318000000000005,32.7465,p,5.25,22.55901837133373
263,6.3,13.879,31.97575,p,5.25,8.508675184926908
264,7.35,14.577999999999996,31.205,p,5.25,11.588812653553862
265,10.500000000000002,13.33,30.397250000000003,p,5.25,8.172465710842818
266,12.600000000000003,14.290000000000004,29.5895,p,7.35,1.5557248594413675
267,13.650000000000004,14.227,28.78175,p,10.500000000000002,-0.08600000000000002
268,12.600000000000003,16.163,27.974000000000004,p,10.500000000000002,-0.08600000000000002
269,15.750000000000005,15.214999999999993,27.08675,p,10.500000000000002,-0.08600000000000002
270,15.750000000000005,17.286999999999995,26.1995,p,8.4,-0.034400000000000014
271,13.650000000000004,18.77299999999999,25.31225,p,7.35,0.0
272,11.550000000000002,19.188,24.425,p,6.3,0.0
273,8.4,20.084000000000007,24.183625000000006,p,5.25,0.0
274,12.600000000000003,19.087999999999987,23.94225,p,7.35,0.0
275,9.450000000000001,20.875,23.700875000000003,p,5.25,0.0
276,3.1500000000000004,18.58,23.45950000000001,p,3.1500000000000004,0.0
277,7.35,20.776999999999987,23.715375000000005,p,4.2,0.0
278,7.35,20.442,23.971250000000005,p,3.1500000000000004,0.0
279,4.2,19.261000000000006,24.227125,p,3.1500000000000004,0.0
280,3.1500000000000004,19.867,24.483,c,3.1500000000000004,0.0
281,2.1,20.264,22.429625,c,2.1,0.0
282,1.05,19.172,20.37625,c,1.05,0.0
283,1.05,18.097000000000016,18.322875,c,1.05,0.0
284,1.05,18.1,16.2695,c,1.05,0.0
285,0.0,17.838,14.3228125,c,0.0,0.0
286,0.0,16.661000000000005,12.376125,c,0.0,0.0
287,0.0,15.359999999999996,10.4294375,c,0.0,0.0
288,0.0,12.656999999999995,8.48275,c,0.0,0.0
289,0.0,12.446000000000007,8.365124999999999,c,0.0,0.0
290,0.0,11.362000000000007,8.247499999999999,v,0.0,0.0
291,0.0,11.016000000000002,8.129875,v,0.0,0.0
292,0.0,9.553999999999998,8.01225,v,0.0,0.0
293,0.0,9.441999999999998,7.1616875,v,0.0,0.0
294,0.0,10.428999999999997,6.3111250000000005,v,0.0,0.0
295,0.0,10.184999999999997,5.4605625,v,0.0,0.0
296,0.0,8.761000000000003,4.61,sv,0.0,0.0
297,0.0,8.233999999999996,4.5060625000000005,sv,0.0,0.0
298,0.0,8.215999999999996,4.402125,sv,0.0,0.0
299,0.0,7.641999999999998,4.2981875,sv,0.0,0.0
300,0.0,7.765999999999996,4.19425,sv,0.0,0.0
301,0.0,7.690999999999996,4.1770625,sv,0.0,0.0
302,0.0,7.978999999999996,4.159875,sv,0.0,0.0
303,0.0,8.470999999999995,4.142687500000001,sv,0.0,0.0
304,0.0,7.755,4.1255000000000015,sv,0.0,0.0
305,0.0,7.166999999999999,4.1148750000000005,sv,0.0,0.0
306,2.1,6.847999999999992,4.10425,sv,0.0,0.0
307,3.1500000000000004,6.859999999999991,4.093625,sv,0.0,0.0
308,3.1500000000000004,6.568,4.083,sv,0.0,0.0
309,2.1,6.907999999999994,4.0494375,sv,0.0,0.0
310,2.1,7.082999999999997,4.0158749999999985,sv,0.0,0.0
311,4.2,6.759999999999999,3.9823125,sv,0.0,0.0
312,2.1,7.0489999999999915,3.94875,v,0.0,0.0
313,2.1,6.734999999999995,4.9998749999999985,v,0.0,0.0
314,4.2,7.941999999999994,6.051,v,0.0,0.0
315,6.3,7.924999999999992,7.102125,v,0.0,0.0
316,11.550000000000002,10.09,8.15325,v,0.0,0.0
317,15.750000000000005,11.111000000000002,9.8336875,v,0.0,0.0
318,11.550000000000002,12.840999999999996,11.514125,c,0.0,0.0
319,9.450000000000001,14.829999999999995,13.1945625,c,0.0,-0.07453333333333335
320,11.550000000000002,13.731000000000012,14.875,c,0.0,0.6779850931738751
321,11.550000000000002,12.741999999999996,15.278875,c,5.25,22.643281127627624
322,16.800000000000004,13.987000000000007,15.68275,c,10.500000000000002,24.243394298584303
323,17.850000000000005,13.877999999999995,16.086624999999998,c,9.450000000000001,32.75660345094252
324,13.650000000000004,13.719,16.490499999999994,c,16.800000000000004,48.62164144438644
325,10.500000000000002,13.655999999999999,18.5931875,c,12.600000000000003,45.50170715200822
326,10.500000000000002,15.31900000000001,20.695875,c,1.05,45.81693053847327
327,9.450000000000001,14.028,22.7985625,c,2.1,49.70751097169516
328,7.35,12.627,24.90125,c,6.3,63.35801091110319
329,5.25,13.953,26.1174375,c,5.25,59.26919863180799
330,3.1500000000000004,12.534999999999995,27.333625,c,5.25,69.08359066412679
331,3.1500000000000004,13.178000000000004,28.5498125,c,13.650000000000004,78.65146405206565
332,1.05,12.39,29.766,c,8.4,72.67238495881135
333,0.0,14.046000000000005,29.817375,c,4.2,74.5227507630765
334,1.05,12.598999999999993,29.86875,c,14.700000000000005,83.40136051112364
335,4.2,14.05,29.920125,c,15.750000000000005,83.6470319673568
336,3.1500000000000004,12.679000000000006,29.9715,c,11.550000000000002,79.12675191565253
337,0.0,13.506000000000006,29.357625,c,15.750000000000005,86.48902824855683
338,0.0,14.547999999999995,28.74375,c,13.650000000000004,85.00577293839822
339,0.0,15.585999999999995,28.129875,c,10.500000000000002,82.17802151474572
340,0.0,16.153000000000006,27.516,c,17.850000000000005,89.77796194588268
341,0.0,15.113999999999995,27.7730625,c,16.800000000000004,87.53735980404939
342,0.0,14.087000000000005,28.030125,c,8.4,78.56378049566972
343,0.0,13.560000000000002,28.2871875,c,9.450000000000001,79.31359844104041
344,0.0,12.287999999999998,28.54425,c,14.700000000000005,83.31543601717624
345,0.0,13.700000000000005,28.5375,c,8.4,72.55337380689099
346,0.0,12.67699999999999,28.53075,c,7.35,76.87234825401244
347,0.0,13.507000000000005,28.524,c,8.4,78.75622455398738
348,0.0,13.184,28.51725,c,5.25,74.6201601680796
349,0.0,13.622000000000002,27.3344375,c,4.2,66.47688646218664
350,1.05,12.678999999999995,26.151625,c,1.05,63.75386467138363
351,1.05,13.743,24.9688125,c,2.1,56.7848104500254
352,1.05,12.843000000000005,23.786,c,2.1,54.616847761237366
353,2.1,11.911999999999995,24.5951875,c,1.05,50.74226567239485
354,1.05,12.122999999999998,25.404375,c,1.05,45.25361164490306
355,1.05,13.203999999999995,26.2135625,c,1.05,39.00598086715933
356,4.2,13.142999999999995,27.02275,p,3.1500000000000004,36.292347711159486
357,9.450000000000001,12.871000000000004,26.4345,p,7.35,27.147990805680077
358,9.450000000000001,12.11,25.84625,p,7.35,21.562672692307586
359,6.3,11.723,25.258000000000003,p,4.2,16.70721868211612
360,15.750000000000005,13.977999999999998,24.66975,p,10.500000000000002,17.135206707019993
361,18.900000000000006,13.672,24.0765,p,14.700000000000005,6.520792011025937
362,10.500000000000002,14.641999999999996,23.48325,p,8.4,1.2300653191697588
363,9.450000000000001,14.979000000000005,22.89,p,8.4,-0.08600000000000002
364,11.550000000000002,14.258999999999995,22.29675,p,10.500000000000002,-0.08600000000000002
365,10.500000000000002,14.763,21.7621875,p,8.4,-0.08600000000000002
366,9.450000000000001,17.121999999999996,21.227625,p,8.4,-0.04013333333333334
367,14.700000000000005,17.322,20.6930625,p,9.450000000000001,0.0
368,11.550000000000002,16.715000000000007,20.1585,p,4.2,0.0
369,7.35,17.530999999999995,20.1294375,p,2.1,0.0
370,10.500000000000002,18.970000000000013,20.100375,p,5.25,0.0
371,8.4,17.886999999999993,20.0713125,p,6.3,0.0
372,7.35,18.492,20.04225,p,6.3,0.0
373,7.35,19.527,20.226875,p,6.3,0.0
374,8.4,18.581,20.4115,p,6.3,0.0
375,6.3,19.046,20.596125,p,4.2,0.0
376,1.05,20.855000000000008,20.78075,c,1.05,0.0
377,1.05,19.761,19.2735625,c,0.0,0.0
378,1.05,17.829,17.766375,c,0.0,0.0
379,0.0,18.695999999999994,16.2591875,c,0.0,0.0
380,0.0,17.05,14.752,c,0.0,0.0
381,1.05,16.42499999999999,13.0594375,c,1.05,0.0
382,1.05,14.674000000000001,11.366875,c,1.05,0.0
383,0.0,13.996000000000004,9.6743125,c,0.0,0.0
384,0.0,13.925999999999995,7.981750000000001,c,0.0,0.0
385,0.0,12.450000000000005,7.4603125000000015,c,0.0,0.0
386,0.0,11.982999999999999,6.938875,v,0.0,0.0
387,0.0,11.613000000000005,6.4174375,v,0.0,0.0
388,0.0,10.475999999999996,5.896,v,0.0,0.0
389,0.0,9.906000000000002,5.3304375,v,0.0,0.0
390,0.0,9.568999999999999,4.764875,v,0.0,0.0
391,0.0,8.952999999999994,4.1993125,v,0.0,0.0
392,0.0,8.376999999999997,3.63375,sv,0.0,0.0
393,0.0,9.132,3.5681875,sv,0.0,0.0
394,0.0,8.469999999999997,3.502625,sv,0.0,0.0
395,0.0,8.631999999999994,3.4370625,sv,0.0,0.0
396,0.0,8.129999999999997,3.3715,sv,0.0,0.0
397,0.0,7.68,3.3623125000000003,sv,0.0,0.0
398,0.0,7.051999999999999,3.3531250000000004,sv,0.0,0.0
399,0.0,7.173999999999998,3.3439375,sv,0.0,0.0
400,0.0,7.489999999999997,3.33475,sv,0.0,0.0
401,1.05,7.027999999999996,3.402125,sv,0.0,0.0
402,1.05,7.023999999999997,3.4695,sv,0.0,0.0
403,0.0,7.251999999999994,3.536875,sv,0.0,0.0
404,4.2,6.9159999999999915,3.60425,sv,0.0,0.0
405,4.2,7.299999999999995,3.5776875,sv,0.0,0.0
406,3.1500000000000004,7.544999999999996,3.551125,sv,0.0,0.0
407,7.35,8.649000000000001,3.5245625,sv,0.0,0.0
408,7.35,8.406999999999996,3.498,v,0.0,0.0
409,5.25,7.852999999999996,4.612500000000002,v,0.0,0.0
410,6.3,7.756999999999999,5.727,v,0.0,0.0
411,8.4,8.982999999999999,6.8415,v,0.0,0.0
412,8.4,10.972000000000005,7.956,v,0.0,0.0
413,8.4,11.974000000000006,9.4000625,v,0.0,0.0
414,10.500000000000002,13.729999999999995,10.844125,c,0.0,0.0
415,11.550000000000002,14.838,12.2881875,c,0.0,-0.08026666666666668
416,10.500000000000002,13.952999999999996,13.73225,c,0.0,9.363797971276497
417,11.550000000000002,14.409000000000008,14.6318125,c,3.1500000000000004,21.25965516757719
418,13.650000000000004,15.001000000000005,15.531375,c,14.700000000000005,32.57564863618504
419,10.500000000000002,14.066999999999998,16.4309375,c,11.550000000000002,14.559830632300311
420,10.500000000000002,17.19199999999999,17.3305,c,0.0,10.330992140122015
421,11.550000000000002,15.558,20.3003125,c,1.05,27.998739418057983
422,11.550000000000002,15.667999999999992,23.270125,c,1.05,38.7728341531876
