,cost2,E SC2,SCR2,SSR2,SCR2 ewh,cost3,E SC3,SCR3,SCR3 ewh
84,8524.311460383506,37833.448771616306,67.4290230019041,43.7892294455313,8.186620430986649,8286.013230406686,41920.38543129552,74.71300463668389,13.684663463129812
85,8523.844552049157,37992.71894726207,66.91626162129825,43.977382335512814,8.104042381014228,8284.33858126166,42100.970063472516,74.15209033047621,13.568000643966908
86,8523.561504802556,38149.853174562944,66.41170664032353,44.16238573392015,8.023251315028359,8283.134163459696,42278.0797986215,73.5981714019901,13.464047476638974
87,8523.561656297894,38303.20969062095,65.91224993037157,44.3352595267337,7.9442385258185215,8282.30894613988,42443.5774701399,73.03700417659688,13.357044590316084
88,8523.810953492271,38453.15572398909,65.41834243347672,44.514668984299426,7.866690013416935,8280.993917797474,42615.33194484812,72.49923512376809,13.238132647534206
89,8524.392259296592,38599.32101131705,64.92917426547994,44.69255292001557,7.790647367921311,8280.06822028767,42785.62598816389,71.97109412957396,13.131469606727169
90,8525.244737758481,38741.799225706876,64.44474326854117,44.87218252741162,7.7160567672374185,8279.187026035397,42957.591219422946,71.4574695264463,13.029537981330092
91,8526.166498548097,38883.259586937405,63.96928457274645,45.03860642618693,7.6429676766413905,8278.994936212814,43116.91419882928,70.93433481616313,12.928119190702617
92,8527.356229798315,39021.700094894186,63.49924778750897,45.20894646176053,7.571467479319187,8278.460255382986,43279.986222616026,70.42867334602538,12.829417285043872
93,8528.91273320966,39155.91658119079,63.03251956297654,45.37852601147072,7.501504920649077,8278.441504057719,43442.33020869635,69.93271433355538,12.748194338057003
94,8530.694396627607,39287.29945457706,62.57120875159015,45.533699131425415,7.433030927057054,8279.299289018812,43590.88245375785,69.42534212191433,12.660983500630188
95,8532.651812092086,39416.38572279357,62.11599054366916,45.69162265632021,7.365960339992958,8279.407734658918,43742.06775039941,68.93280083701639,12.573915842372458
96,8534.776209961354,39543.093019013264,61.66654609617874,45.85346859729628,7.299870420607192,8279.886168979112,43897.00810278199,68.45637675214122,12.48242186088568
97,8537.1062182434,39667.36776840653,61.222614151818355,46.00344310120118,7.234636091725759,8280.990823404472,44040.100508455704,67.97148972370024,12.405974398264608
98,8539.601434669656,39789.702171212484,60.7847778706742,46.15078400054243,7.1706235780452054,8282.33149347898,44181.63775163145,67.49412260337297,12.322762075630301
99,8542.170174245317,39910.98051399718,60.35418977166111,46.304289692785986,7.107902587771175,8283.206796066166,44328.59371423088,67.03459356006701,12.236314221803172
