,cost2,E SC2,SCR2,SSR2,SSR2 ewh,cost3,E SC3,SCR3,SSR3,SSR3 ewh
101,8001.17092656065,39196.06096721464,58.09934977461081,43.61772817716577,44.5546681904679,7864.100129990007,41497.07661766162,61.5100882471322,46.17831902981677,71.9627416580077
102,8005.128561566231,39298.45933777779,57.68004280879452,43.73167800229601,44.60004825094655,7867.374157521168,41607.11129688266,61.06855080823574,46.30076660770832,72.04997423275735
103,8009.156458760122,39399.96805075957,57.26758461458793,43.84463780849073,44.64469125577545,7870.629553201281,41719.86772806027,60.63954295973212,46.426242975587385,72.21099943615845
104,8013.301791181622,39499.91184701837,56.860805584070086,43.95585616132105,44.68933426060435,7874.406721756183,41824.31705151508,60.2068270370639,46.54247511948958,72.3683461415804
105,8017.617617970523,39597.739599086075,56.458757653694406,44.064719761197615,44.73357642050724,7878.248729020292,41928.03651129643,59.7813126772815,46.65789506455012,72.45421321869642
106,8022.050267046601,39694.38440215791,56.06262478753399,44.172266964822214,44.77719447021819,7881.661478450482,42036.260632929174,59.37018907910758,46.7788744252048,72.71390336646405
107,8026.544846732993,39790.3170184984,55.672899812975494,44.279021640664865,44.820812519929135,7886.080742855107,42133.473077695744,58.951342969616206,46.887054569628496,72.79978579068947
108,8031.084971045826,39885.75300714792,55.28970354136481,44.38522366475896,44.8644305696401,7890.243770270439,42235.36062118112,58.54673389992789,46.999888090289424,72.99773296326816
109,8035.652209249099,39980.828936873775,54.91304385869796,44.49102501205358,44.90804861935104,7894.1937561528875,42339.044285671494,58.152015794003454,47.11526820202913,73.11933985453715
110,8040.289289250613,40074.98088564006,54.54197499751772,44.59579814504961,44.95135890174092,7898.796541518378,42435.7132990394,57.75492745368705,47.222842347088324,73.27600281212693
111,8045.123731856736,40167.00359108353,54.17472027270613,44.69820183697973,44.994161885063654,7903.289676141529,42531.442389240605,57.363726149174546,47.329370537217834,73.44923449330848
112,8050.080131600636,40257.65288578271,53.81218783723395,44.799077185116055,45.03520235758881,7908.166989100382,42625.83069736493,56.977718366060124,47.4344066930273,73.57500112237078
113,8055.108240808597,40347.44944530942,53.45494214566846,44.899003601904646,45.07559631308168,7913.003301047095,42718.682222548196,56.596506548469804,47.53773270299719,73.72901053323947
114,8060.333796817717,40434.64601905824,53.10054950708841,44.99603673120142,45.11547739251151,7918.150191044784,42805.339961370126,56.21384870576455,47.634722799595586,73.91358526412523
115,8065.635001254837,40520.761884352454,52.750913326194436,45.09186723843751,45.15469208191415,7923.400212842258,42894.63976915399,55.84128529169523,47.734097587733714,74.03124437321823
116,8071.021292970561,40605.687019740755,52.405768597278005,45.186372690755135,45.193210964515835,7928.750624413223,42981.797269902934,55.47238051966913,47.83108836953402,74.2203958862433
117,8076.441076534645,40690.07898561113,52.065841550050315,45.280284827251435,45.23118977474239,7933.887261781721,43069.80955258872,55.11087556622613,47.92903037145436,74.26656259140421
118,8081.89824401304,40773.93875954863,51.73100077187572,45.373604735791844,45.26863064822873,7939.5039896424405,43154.33413226886,54.75107287209002,48.02253005531158,74.45243173894228
119,8087.463800695255,40856.302651432095,51.39990565217031,45.46526001336658,45.30574299556278,7945.018830684256,43238.41033044647,54.39675318874879,48.116090802687395,74.55104768888539
120,8093.182149541324,40936.77738280671,51.07197190249233,45.554813016183985,45.34243027189337,7950.964465967748,43319.10601629743,54.04412136834751,48.20588968562773,74.72071819613096
121,8099.049201686077,41015.47397673493,50.74725850738767,45.6423872917037,45.37833507474698,7956.581910743282,43403.100312120616,53.701399447696986,48.29935929132898,74.87577995000271
122,8105.043895880313,41092.737301558125,50.42610947591884,45.72836661250894,45.412800606617864,7962.7363888359,43480.980293332446,53.356792863460946,48.38602483289404,75.01844880257875
123,8111.206306444975,41167.97077414357,50.107711739544804,45.812087095539134,45.44700681452049,7968.822650880757,43555.75016186395,53.01400415589742,48.4697957582211,75.05743045528975
124,8117.42491587929,41242.47108719907,49.79356427985152,45.894991712069015,45.47964624722988,7974.665555514762,43636.25959269121,52.68367388479197,48.559388421745574,75.18972965303067
125,8123.812418045688,41314.950553856645,49.48202285548272,45.97564751260316,45.51161368276865,7980.978945439292,43711.43088012044,52.352235519112064,48.64304068201057,75.26840954782253
126,8130.388185502066,41385.213412039586,49.172792818765984,46.05383665134692,45.542820955428716,7987.480457839936,43787.15728189345,52.02671765174194,48.72674133173629,75.49409791398583
127,8137.134451107755,41453.27395043776,48.86583641374781,46.12957502888251,45.57315548773358,7993.81297916099,43861.79663664126,51.70504462016204,48.80980067510838,75.6438150758002
