SANTIAGO, -, CHL,,,,,
month,day,hour,Ta,G_Gh,G_Bn,G_Dh,FF
8,2,8,3,3,0,3,1
8,2,9,5,67,37,61,2
8,2,10,8,233,273,139,1
8,2,11,10,397,500,154,0.5
8,2,12,12,515,654,135,0.5
8,2,13,13,569,706,128,3.1
8,2,14,14,558,703,126,5.6
8,2,15,14,479,623,135,5.6
8,2,16,14,343,453,143,5.1
8,2,17,13,174,194,118,4.1
8,2,18,11.3,30,0,30,3.6
8,2,19,9.7,0,0,0,3
8,2,20,8,0,0,0,2.5
8,2,21,6,0,0,0,2.5
8,2,22,5.2,0,0,0,2
8,2,23,4.4,0,0,0,1.5
8,2,24,3.6,0,0,0,1
8,3,1,2.8,0,0,0,0.5
8,3,2,2,0,0,0,0
8,3,3,1,0,0,0,0.5
8,3,4,1,0,0,0,0
8,3,5,0.8,0,0,0,0.4
8,3,6,0.7,0,0,0,0.7
8,3,7,0.5,0,0,0,1.1
8,3,8,0.4,4,0,4,1.5
8,3,9,2,73,47,65,0
8,3,10,5,238,281,140,1.5
8,3,11,8.4,401,504,155,1.5
8,3,12,10,517,648,139,0.5
8,3,13,14,557,648,150,0.5
8,3,14,15.3,491,386,252,1.5
8,3,15,16,393,287,233,1
8,3,16,17,214,73,182,0
8,3,17,17,148,82,124,0.5
8,3,18,15,23,0,23,0.5
8,3,19,14,0,0,0,1.5
8,3,20,11,0,0,0,0.5
8,3,21,11,0,0,0,1.5
8,3,22,8,0,0,0,0.5
8,3,23,10,0,0,0,0.5
8,3,24,8,0,0,0,2
8,4,1,8,0,0,0,0
8,4,2,8,0,0,0,0.5
8,4,3,6,0,0,0,1.5
8,4,4,7,0,0,0,1.5
8,4,5,6.3,0,0,0,1
8,4,6,6,0,0,0,0.5
8,4,7,6,0,0,0,2
8,4,8,6.9,1,0,1,1
8,4,9,8,30,0,30,1.5
8,4,10,11,118,2,117,1
8,4,11,12.5,229,43,208,1
8,4,12,15,297,80,250,1
8,4,13,16,329,85,275,1
8,4,14,16.5,322,84,269,1.5
8,4,15,18,368,203,255,0.5
8,4,16,19,265,124,210,1.5
8,4,17,19,179,254,104,0.5
8,4,18,16,32,0,32,1
8,4,19,13,0,0,0,0.5
8,4,20,12,0,0,0,1
8,4,21,9,0,0,0,1.5
8,4,22,6,0,0,0,1
8,4,23,7,0,0,0,0.5
8,4,24,6,0,0,0,0.5
8,5,1,5,0,0,0,1
8,5,2,4,0,0,0,0.5
8,5,3,3,0,0,0,0
8,5,4,3,0,0,0,0
8,5,5,2,0,0,0,2
8,5,6,3,0,0,0,0.5
8,5,7,3,0,0,0,2
8,5,8,4,3,0,3,0.5
8,5,9,6,59,0,59,1
8,5,10,10,185,108,146,2
8,5,11,13.8,308,167,225,0
8,5,12,17,372,112,305,0
8,5,13,20,373,101,308,0.5
8,5,14,21,323,61,285,4.6
8,5,15,21,241,7,237,4.6
8,5,16,20,142,1,142,5.1
8,5,17,17.8,55,0,55,4.6
8,5,18,16,10,0,10,4.1
8,5,19,15,0,0,0,3
8,5,20,12.2,0,0,0,2.1
8,5,21,12,0,0,0,2
8,5,22,13,0,0,0,6.1
8,5,23,12.8,0,0,0,4.1
8,5,24,12,0,0,0,4.1
8,6,1,11,0,0,0,3.6
8,6,2,9.4,0,0,0,3.6
8,6,3,8,0,0,0,1
8,6,4,7,0,0,0,2.5
8,6,5,7.9,0,0,0,4.1
8,6,6,8,0,0,0,1.5
8,6,7,8,0,0,0,1
8,6,8,8.1,1,0,1,0
8,6,9,8,24,0,24,3
8,6,10,9,74,0,74,1.5
8,6,11,9.1,124,0,124,1.5
8,6,12,9,159,0,159,1.5
8,6,13,10,176,0,176,1
8,6,14,11.1,172,0,172,0.5
8,6,15,12,148,0,148,2
8,6,16,11,107,0,107,4.1
8,6,17,10,55,0,55,3.1
8,6,18,10,20,0,20,3.6
8,6,19,10,0,0,0,3
8,6,20,9,0,0,0,2
8,6,21,7,0,0,0,1.5
8,6,22,7,0,0,0,1.5
8,6,23,7,0,0,0,2
8,6,24,7,0,0,0,2.5
8,7,1,7,0,0,0,3
8,7,2,7,0,0,0,2.5
8,7,3,7,0,0,0,1.5
8,7,4,7,0,0,0,1.5
8,7,5,6.7,0,0,0,0.5
8,7,6,6.3,0,0,0,1
8,7,7,6,0,0,0,1.5
8,7,8,6,1,0,1,2.1
8,7,9,6,58,0,58,3
8,7,10,6,228,244,140,0.5
8,7,11,8.6,410,482,167,2.6
8,7,12,10,534,620,163,1
8,7,13,11,594,700,143,0.5
8,7,14,12.3,581,716,128,1.5
8,7,15,14,501,642,136,1.5
8,7,16,15,364,481,145,3.6
8,7,17,14,188,262,109,3
8,7,18,12,36,0,36,1.5
8,7,19,12,0,0,0,2
8,7,20,9.5,0,0,0,0.5
8,7,21,8,0,0,0,0
8,7,22,7,0,0,0,0.5
8,7,23,4.7,0,0,0,0
8,7,24,2,0,0,0,0.5
8,8,1,2,0,0,0,1
8,8,2,0.5,0,0,0,1
8,8,3,0,0,0,0,1
8,8,4,0,0,0,0,0.5
8,8,5,-1,0,0,0,1
8,8,6,-3,0,0,0,0.5
8,8,7,-3,0,0,0,1.5
8,8,8,-1.2,5,0,5,1
8,8,9,1,86,67,73,1.5
8,8,10,6,258,345,132,1
8,8,11,9.2,423,546,147,1.5
8,8,12,12,543,672,138,1
8,8,13,16,600,733,126,1
8,8,14,17.9,588,725,126,2.1
8,8,15,20,505,644,136,4.6
8,8,16,20,367,405,181,3.6
8,8,17,18.7,189,215,124,3.6
8,8,18,16,35,0,35,3
8,8,19,14,0,0,0,2
8,8,20,11.6,0,0,0,1
8,8,21,12,0,0,0,1.5
8,8,22,9,0,0,0,1.5
8,8,23,7.9,0,0,0,1
8,8,24,7,0,0,0,0.5
8,9,1,7.8,0,0,0,1.5
8,9,2,8.6,0,0,0,1
8,9,3,6,0,0,0,0.5
8,9,4,6,0,0,0,0.5
8,9,5,6,0,0,0,0.5
8,9,6,5,0,0,0,1
8,9,7,5,0,0,0,1
8,9,8,4.6,2,0,2,1.5
8,9,9,7,47,0,47,3.6
8,9,10,8,183,92,149,3.6
8,9,11,9,351,264,216,1.5
8,9,12,10.5,494,434,231,2.5
8,9,13,12,576,590,192,2.5
8,9,14,13.6,581,662,156,1
8,9,15,15,510,669,125,5.6
8,9,16,14.4,372,490,146,5.1
8,9,17,13.8,196,233,124,4.6
8,9,18,12,39,1,39,3
8,9,19,10,0,0,0,3
8,9,20,8.9,0,0,0,2.1
8,9,21,8,0,0,0,1.5
8,9,22,4,0,0,0,2
8,9,23,3,0,0,0,1
8,9,24,3,0,0,0,1
8,10,1,2,0,0,0,2
8,10,2,2.1,0,0,0,1
8,10,3,2,0,0,0,1
8,10,4,1,0,0,0,0
8,10,5,-1.1,0,0,0,0.5
8,10,6,-1,0,0,0,1
8,10,7,-2,0,0,0,1.5
8,10,8,-0.7,6,0,6,0.5
8,10,9,1,92,75,77,1
8,10,10,6,267,356,134,0.5
8,10,11,8.6,432,553,148,1
8,10,12,10.8,552,672,141,0.5
8,10,13,13,608,728,131,1
8,10,14,15.1,594,720,130,1.5
8,10,15,16,501,578,165,1.5
8,10,16,17,339,336,182,1
8,10,17,17.2,149,89,121,1.5
8,10,18,15,33,0,33,2
8,10,19,13.5,0,0,0,2
8,10,20,12,0,0,0,1.5
8,10,21,10,0,0,0,0.5
8,10,22,7,0,0,0,1
8,10,23,5.8,0,0,0,0.5
8,10,24,4,0,0,0,0.5
8,11,1,3,0,0,0,0
8,11,2,2,0,0,0,1.5
8,11,3,2,0,0,0,0.5
8,11,4,1,0,0,0,0
8,11,5,1.2,0,0,0,1.5
8,11,6,0.1,0,0,0,0
8,11,7,-1,0,0,0,1
8,11,8,0.6,6,0,6,2.1
8,11,9,1,95,134,68,0.5
8,11,10,8,271,360,135,1.5
8,11,11,10.4,438,563,147,1.5
8,11,12,14,559,682,140,0.5
8,11,13,17,616,742,127,1
8,11,14,10.4,601,729,129,1.5
8,11,15,21,520,657,137,3
8,11,16,21,380,495,147,3.6
8,11,17,20,200,279,113,4.1
8,11,18,17,42,7,41,2
8,11,19,14,0,0,0,3.6
8,11,20,13.1,0,0,0,3.1
8,11,21,9,0,0,0,3
8,11,22,6,0,0,0,2.5
8,11,23,7.4,0,0,0,2.1
8,11,24,6,0,0,0,12.3
8,12,1,6,0,0,0,1.5
8,12,2,5.9,0,0,0,2.1
8,12,3,3,0,0,0,0.5
8,12,4,2,0,0,0,0.5
8,12,5,1.3,0,0,0,0
8,12,6,1,0,0,0,1.5
8,12,7,1,0,0,0,2
8,12,8,0.5,6,0,6,1
8,12,9,3,90,69,76,0
8,12,10,9,248,255,150,1
8,12,11,12.5,387,348,205,0.5
8,12,12,15,473,383,236,1
8,12,13,19,496,315,287,1.5
8,12,14,20,458,271,281,3.1
8,12,15,21,460,324,270,2
8,12,16,20.9,362,372,186,2.5
8,12,17,20.9,200,277,113,3.1
8,12,18,18,43,8,43,3.6
8,12,19,15,0,0,0,3
8,12,20,12.4,0,0,0,2.1
8,12,21,12,0,0,0,3
8,12,22,10,0,0,0,1.5
8,12,23,6.8,0,0,0,1
8,12,24,6,0,0,0,1
8,13,1,3,0,0,0,1
8,13,2,3.7,0,0,0,1
8,13,3,4,0,0,0,0.5
8,13,4,3,0,0,0,0
8,13,5,0.8,0,0,0,2.6
8,13,6,2,0,0,0,0.5
8,13,7,2,0,0,0,0.5
8,13,8,1.7,7,0,7,0
8,13,9,4,101,105,79,0.5
8,13,10,8,280,371,137,0.5
8,13,11,12.1,449,572,147,0.5
8,13,12,15,566,676,145,1.5
8,13,13,18,623,735,133,4.1
8,13,14,20,609,727,132,3.6
8,13,15,20,527,654,140,3.6
8,13,16,19,378,461,158,3.6
8,13,17,19,155,92,126,3.6
8,13,18,15.5,34,0,34,3.9
8,13,19,12,0,0,0,4.1
8,13,20,10,0,0,0,3.6
8,13,21,10,0,0,0,3.6
8,13,22,7,0,0,0,2
8,13,23,7,0,0,0,2
8,13,24,7,0,0,0,2
8,14,1,6,0,0,0,0.5
8,14,2,6,0,0,0,0.5
8,14,3,6,0,0,0,0.5
8,14,4,6,0,0,0,2
8,14,5,6,0,0,0,1
8,14,6,6,0,0,0,0
8,14,7,5,0,0,0,0
8,14,8,5,8,0,8,0
8,14,9,5,31,0,31,0
8,14,10,5.1,285,131,234,2
8,14,11,5.3,136,0,136,0
8,14,12,7,480,323,277,0.5
8,14,13,10,618,620,202,3.6
8,14,14,11.9,611,723,134,5.1
8,14,15,13,529,667,133,6.1
8,14,16,6,390,504,149,7.2
8,14,17,11,210,291,116,6.1
8,14,18,10,47,14,45,5.1
8,14,19,8,1,0,1,5.6
8,14,20,8,0,0,0,5.1
8,14,21,8,0,0,0,3.5
8,14,22,8,0,0,0,2
8,14,23,8,0,0,0,2
8,14,24,8,0,0,0,1
8,15,1,8,0,0,0,1
8,15,2,8,0,0,0,1.5
8,15,3,8,0,0,0,1.5
8,15,4,8,0,0,0,1.5
8,15,5,8,0,0,0,2
8,15,6,7,0,0,0,1
8,15,7,7,0,0,0,0.5
8,15,8,7,2,0,2,0.5
8,15,9,8,32,0,32,1
8,15,10,8,289,131,237,0
8,15,11,8,458,577,149,2
8,15,12,8,174,0,173,3
8,15,13,8,190,1,190,2.5
8,15,14,9,186,1,186,1.5
8,15,15,9,161,0,161,1
8,15,16,9,118,0,118,0.5
8,15,17,9,213,217,142,0.5
8,15,18,9,15,0,15,0.5
8,15,19,8.5,0,0,0,0
8,15,20,8,0,0,0,0.5
8,15,21,8,0,0,0,0.7
8,15,22,8,0,0,0,1
8,15,23,8,0,0,0,1
8,15,24,8,0,0,0,0.5
8,16,1,7.9,0,0,0,0
8,16,2,7.8,0,0,0,0.5
8,16,3,8,0,0,0,0.5
8,16,4,8,0,0,0,1.5
8,16,5,7.5,0,0,0,0.5
8,16,6,8,0,0,0,0.5
8,16,7,8,0,0,0,0.7
8,16,8,8,4,0,4,1
8,16,9,7,54,0,54,0
8,16,10,9,156,18,149,0.5
8,16,11,9.4,264,14,256,2.1
8,16,12,10.2,409,180,295,1
8,16,13,11,512,301,307,1
8,16,14,13,546,437,255,1.5
8,16,15,13,505,440,240,2.5
8,16,16,14,382,460,158,2.5
8,16,17,14.1,212,281,120,2.1
8,16,18,13,50,29,46,2
8,16,19,11,1,0,1,1.5
8,16,20,9,0,0,0,0.5
8,16,21,8,0,0,0,0.5
8,16,22,6.5,0,0,0,0.5
8,16,23,5,0,0,0,0.5
8,16,24,5,0,0,0,0.5
8,17,1,4,0,0,0,1.5
8,17,2,2,0,0,0,1.5
8,17,3,3,0,0,0,0.5
8,17,4,3,0,0,0,1
8,17,5,3,0,0,0,1
8,17,6,2,0,0,0,1
8,17,7,3,0,0,0,1
8,17,8,3.9,5,0,5,0
8,17,9,4,65,0,65,1
8,17,10,6.2,170,28,158,1
8,17,11,8.5,266,14,259,1
8,17,12,11,335,86,280,0.5
8,17,13,13,365,89,305,1
8,17,14,14,357,88,298,1
8,17,15,25,310,81,261,2
8,17,16,20,402,436,189,2.5
8,17,17,15,191,184,130,3.6
8,17,18,14,39,0,39,2
8,17,19,13,1,0,1,1.5
8,17,20,12,0,0,0,0.5
8,17,21,10,0,0,0,1.5
8,17,22,10,0,0,0,2.5
8,17,23,9,0,0,0,1
8,17,24,6,0,0,0,1.5
8,18,1,5.3,0,0,0,0
8,18,2,4.7,0,0,0,0.5
8,18,3,4,0,0,0,1
8,18,4,3.2,0,0,0,0.5
8,18,5,2.5,0,0,0,2
8,18,6,1.7,0,0,0,1
8,18,7,1,0,0,0,1
8,18,8,0.9,10,0,10,0.5
8,18,9,2,119,133,88,0
8,18,10,4,305,398,143,1
8,18,11,8.9,473,587,152,1
8,18,12,13,591,703,138,1
8,18,13,15,650,748,135,1.9
8,18,14,17,635,742,134,2.7
8,18,15,19,552,675,141,3.6
8,18,16,19,407,525,148,4.1
8,18,17,19,223,310,119,4.1
8,18,18,17,53,37,48,3.6
8,18,19,13,1,0,1,2.5
8,18,20,13,0,0,0,0.5
8,18,21,13,0,0,0,1.2
8,18,22,10,0,0,0,2
8,18,23,7.4,0,0,0,1.5
8,18,24,6,0,0,0,1.5
8,19,1,6,0,0,0,0.5
8,19,2,4.1,0,0,0,1.5
8,19,3,4,0,0,0,0.5
8,19,4,1,0,0,0,0.5
8,19,5,4,0,0,0,1.5
8,19,6,7,0,0,0,1.2
8,19,7,10,0,0,0,1
8,19,8,1.5,11,0,11,3.1
8,19,9,6,122,136,90,0
8,19,10,10,309,400,145,1
8,19,11,13,480,596,151,1
8,19,12,16,600,699,147,0.5
8,19,13,18,655,752,136,1
8,19,14,20,642,750,132,2
8,19,15,21,557,678,142,3
8,19,16,22,411,529,149,2.5
8,19,17,21.4,226,315,120,3.1
8,19,18,19,55,41,49,1.5
8,19,19,15,1,0,1,2
8,19,20,14.8,0,0,0,1.5
8,19,21,12,0,0,0,0
8,19,22,9,0,0,0,1.5
8,19,23,7.9,0,0,0,1
8,19,24,8,0,0,0,0.5
8,20,1,7,0,0,0,1.5
8,20,2,6,0,0,0,2.6
8,20,3,4,0,0,0,0.5
8,20,4,3,0,0,0,0.5
8,20,5,6.7,0,0,0,1
8,20,6,2,0,0,0,1
8,20,7,3,0,0,0,1
8,20,8,1.9,11,0,11,0.5
8,20,9,2,126,143,92,0.5
8,20,10,12,313,401,147,1.5
8,20,11,14.6,484,593,154,2.1
8,20,12,19,598,673,159,1
8,20,13,22,641,684,166,1.5
8,20,14,24.4,612,593,206,1
8,20,15,25,539,629,152,1
8,20,16,22.5,401,484,159,6.1
8,20,17,20,224,292,124,5.7
8,20,18,17,56,39,50,3.6
8,20,19,12,1,0,1,1.5
8,20,20,10.1,0,0,0,6.7
8,20,21,9,0,0,0,3.6
8,20,22,9,0,0,0,1
8,20,23,8.4,0,0,0,2.1
8,20,24,8.7,0,0,0,2.5
8,21,1,9,0,0,0,1
8,21,2,3,0,0,0,1
8,21,3,0,0,0,0,0
8,21,4,9,0,0,0,1
8,21,5,8.1,0,0,0,1
8,21,6,8.1,0,0,0,1.5
8,21,7,8.2,0,0,0,2.1
8,21,8,8.2,4,0,4,2.6
8,21,9,9,39,0,39,1.5
8,21,10,10,96,0,96,1.5
8,21,11,11.6,147,0,147,1.5
8,21,12,10,183,0,183,1.5
8,21,13,12,200,1,199,5.6
8,21,14,14.1,196,1,195,6.2
8,21,15,14,170,0,170,5.6
8,21,16,14,126,0,126,6.6
8,21,17,14,70,0,70,4.6
8,21,18,11,18,0,18,3
8,21,19,10,0,0,0,1.5
8,21,20,8,0,0,0,3
8,21,21,8,0,0,0,3
8,21,22,7,0,0,0,5.1
8,21,23,7.6,0,0,0,3.1
8,21,24,7,0,0,0,2
8,22,1,7,0,0,0,2
8,22,2,6.8,0,0,0,0.5
8,22,3,7,0,0,0,0.5
8,22,4,7,0,0,0,0
8,22,5,7,0,0,0,0.5
8,22,6,6,0,0,0,1
8,22,7,5.7,0,0,0,0.5
8,22,8,5.4,12,0,12,0
8,22,9,7,116,84,96,2.5
8,22,10,8.4,244,111,197,2.8
8,22,11,9.9,282,51,253,3.1
8,22,12,11.4,493,283,306,2.6
8,22,13,13,620,525,251,2
8,22,14,14.5,642,646,196,1.5
8,22,15,16,561,671,143,2
8,22,16,15.9,419,543,144,2.6
8,22,17,15.9,234,305,128,3.1
8,22,18,15,60,51,52,3
8,22,19,13,2,0,2,2.5
8,22,20,10.3,0,0,0,1
8,22,21,10,0,0,0,0
8,22,22,8,0,0,0,0
8,22,23,6.6,0,0,0,0
8,22,24,5.8,0,0,0,0
8,23,1,5,0,0,0,0
8,23,2,4,0,0,0,0.7
8,23,3,3,0,0,0,1.5
8,23,4,2.5,0,0,0,1.2
8,23,5,2.1,0,0,0,1
8,23,6,3,0,0,0,0
8,23,7,0,0,0,0,1
8,23,8,0.1,13,0,13,1
8,23,9,5,138,159,98,0.5
8,23,10,8.5,331,425,149,0.5
8,23,11,12,502,598,161,0.5
8,23,12,15,621,704,153,1
8,23,13,17.3,679,765,137,1.2
8,23,14,19.7,661,755,137,1.5
8,23,15,21,574,683,146,1.5
8,23,16,21.2,426,540,151,1.2
8,23,17,21.4,238,312,129,1
8,23,18,20,62,54,53,1
8,23,19,16,2,0,2,0.5
8,23,20,14,0,0,0,1
8,23,21,11,0,0,0,1
8,23,22,10,0,0,0,0
8,23,23,9.9,0,0,0,1.5
8,23,24,7,0,0,0,1
8,24,1,6,0,0,0,0.5
8,24,2,5.1,0,0,0,1
8,24,3,5,0,0,0,0
8,24,4,4,0,0,0,1
8,24,5,4.1,0,0,0,1
8,24,6,4,0,0,0,2
8,24,7,4,0,0,0,1.5
8,24,8,1.9,14,0,14,0.5
8,24,9,7,142,165,100,0.5
8,24,10,12,335,425,151,1
8,24,11,17.3,509,607,159,0.5
8,24,12,21,628,711,152,1.5
8,24,13,22,682,759,141,3
8,24,14,22.8,664,748,141,4.1
8,24,15,23,578,706,133,0.5
8,24,16,22,430,541,152,6.6
8,24,17,28.2,243,323,129,6.7
8,24,18,17,64,44,57,3.6
8,24,19,14,2,0,2,3
8,24,20,11.6,0,0,0,3.6
8,24,21,10.8,0,0,0,2
8,24,22,10,0,0,0,3.6
8,24,23,9.6,0,0,0,3.1
8,24,24,9.3,0,0,0,2.5
8,25,1,9,0,0,0,2
8,25,2,8.9,0,0,0,1.5
8,25,3,9,0,0,0,2
8,25,4,9,0,0,0,2
8,25,5,8.6,0,0,0,1
8,25,6,8,0,0,0,0.5
8,25,7,8,0,0,0,2
8,25,8,8.5,5,0,5,0.5
8,25,9,9,44,0,44,2
8,25,10,9.1,102,0,102,1
8,25,11,9.2,154,0,154,1
8,25,12,10,309,16,298,1
8,25,13,11,437,127,346,0.5
8,25,14,13.4,501,236,335,1
8,25,15,16,405,148,311,1
8,25,16,14,275,88,230,2
8,25,17,17,138,16,132,1
8,25,18,16,37,0,37,1.5
8,25,19,14,1,0,1,2
8,25,20,14,0,0,0,1.5
8,25,21,12,0,0,0,1.5
8,25,22,10,0,0,0,1.5
8,25,23,10.2,0,0,0,1.5
8,25,24,10.1,0,0,0,1
8,26,1,10.1,0,0,0,2.5
8,26,2,10,0,0,0,3
8,26,3,10,0,0,0,1.5
8,26,4,10,0,0,0,0.5
8,26,5,9.2,0,0,0,0.5
8,26,6,9.6,0,0,0,1.5
8,26,7,10,0,0,0,0.5
8,26,8,9,5,0,5,2
8,26,9,10,45,0,45,0
8,26,10,10,103,0,103,0.5
8,26,11,10.2,156,0,156,1
8,26,12,10,192,1,191,0.5
8,26,13,11,208,3,206,0.5
8,26,14,11.4,202,3,200,1
8,26,15,12,176,1,175,1
8,26,16,12,131,0,131,2
8,26,17,12,74,0,74,3.1
8,26,18,12,20,0,20,2.5
8,26,19,12,1,0,1,2
8,26,20,11,0,0,0,2.5
8,26,21,11,0,0,0,1.5
8,26,22,11,0,0,0,0.5
8,26,23,11.3,0,0,0,0.5
8,26,24,11,0,0,0,0.5
8,27,1,11,0,0,0,1
8,27,2,10.9,0,0,0,1.5
8,27,3,11,0,0,0,1
8,27,4,10,0,0,0,0.5
8,27,5,10.2,0,0,0,0
8,27,6,10,0,0,0,2
8,27,7,9,0,0,0,1
8,27,8,9.2,5,0,5,1.5
8,27,9,10,46,0,46,0.5
8,27,10,10.4,105,0,105,1
8,27,11,10.8,157,0,157,0.5
8,27,12,12,193,1,193,3
8,27,13,13,210,1,209,2
8,27,14,13,204,1,203,2.2
8,27,15,14,178,0,177,2.5
8,27,16,13,132,0,132,4.6
8,27,17,12.8,75,0,75,5.1
8,27,18,11.9,21,0,21,3.5
8,27,19,11,1,0,1,2
8,27,20,11,0,0,0,2.5
8,27,21,10,0,0,0,1.5
8,27,22,10,0,0,0,3
8,27,23,9,0,0,0,2.6
8,27,24,9,0,0,0,2.5
8,28,1,8,0,0,0,2.5
8,28,2,8.6,0,0,0,3.1
8,28,3,9,0,0,0,2
8,28,4,9,0,0,0,2
8,28,5,8.6,0,0,0,1
8,28,6,9,0,0,0,1
8,28,7,9,0,0,0,0.5
8,28,8,8.9,5,0,5,3.1
8,28,9,9,48,0,48,1.5
8,28,10,10,107,0,107,0.5
8,28,11,10.3,159,0,159,1.5
8,28,12,11,196,1,195,4.1
8,28,13,12,212,1,211,3
8,28,14,12.3,206,1,206,4.1
8,28,15,12,179,0,179,5.1
8,28,16,11.8,134,0,134,6.1
8,28,17,11.6,76,0,76,3.6
8,28,18,11,21,0,21,2
8,28,19,10,1,0,1,6.6
8,28,20,9.2,0,0,0,1
8,28,21,10,0,0,0,1
8,28,22,9.1,0,0,0,2.5
8,28,23,8.3,0,0,0,1.5
8,28,24,8,0,0,0,1.5
8,29,1,7,0,0,0,1
8,29,2,6.8,0,0,0,1
8,29,3,7,0,0,0,0.5
8,29,4,7,0,0,0,1
8,29,5,7.2,0,0,0,2.1
8,29,6,8,0,0,0,3.6
8,29,7,7,0,0,0,1.5
8,29,8,7.5,14,0,14,2.1
8,29,9,10,115,63,97,2
8,29,10,10.7,231,74,197,2.2
8,29,11,11.3,305,79,258,2.3
8,29,12,12,321,16,310,2.5
8,29,13,12,284,7,278,1
8,29,14,13.6,207,5,204,2.6
8,29,15,13,240,6,236,2.5
8,29,16,13.3,220,6,216,1.7
8,29,17,13.6,146,20,138,1
8,29,18,12.8,35,0,35,1.7
8,29,19,12,1,0,1,2.4
8,29,20,11.5,0,0,0,3.1
8,29,21,11,0,0,0,4.1
8,29,22,11,0,0,0,3
8,29,23,10,0,0,0,1.5
8,29,24,10,0,0,0,0.5
8,30,1,10,0,0,0,2.5
8,30,2,10.5,0,0,0,1.5
8,30,3,10,0,0,0,2
8,30,4,10,0,0,0,2.3
8,30,5,10,0,0,0,2.6
8,30,6,10,0,0,0,3
8,30,7,9.5,0,0,0,1.7
8,30,8,9,6,0,6,0.5
8,30,9,10,51,0,51,2.5
8,30,10,10,111,0,111,3.6
8,30,11,9.5,163,0,163,2.6
8,30,12,9,199,1,199,2
8,30,13,9,215,1,215,2.3
8,30,14,8.8,209,1,209,2.6
8,30,15,8,183,0,182,2.5
8,30,16,9,137,0,137,2.5
8,30,17,9,78,0,78,3.1
8,30,18,5,30,0,30,2
8,30,19,8,1,0,1,1.5
8,30,20,8.1,0,0,0,1.5
8,30,21,8,0,0,0,1
8,30,22,7,0,0,0,1
8,30,23,6,0,0,0,1.5
8,30,24,6,0,0,0,2
8,31,1,6,0,0,0,2.5
8,31,2,5.4,0,0,0,2.1
8,31,3,5,0,0,0,0
8,31,4,4,0,0,0,1.5
8,31,5,4,0,0,0,0.5
8,31,6,4,0,0,0,0
8,31,7,0,0,0,0,1.5
8,31,8,4.9,21,0,21,2.6
8,31,9,7,169,186,115,0.5
8,31,10,9,359,401,172,0.5
8,31,11,10.2,520,538,193,1
8,31,12,12,651,630,209,1
8,31,13,13,715,728,175,2
8,31,14,14.2,702,768,144,1
8,31,15,15,613,727,136,1.5
8,31,16,16,461,602,138,2
8,31,17,16.1,265,348,136,1
8,31,18,15,76,68,64,1
8,31,19,12.5,3,0,3,1.5
8,31,20,11.7,0,0,0,2.1
8,31,21,10.7,0,0,0,0.5
8,31,22,9.9,0,0,0,1
8,31,23,9.3,0,0,0,1
8,31,24,9.1,0,0,0,1
9,1,1,9.3,0,0,0,0
9,1,2,9.8,0,0,0,2.1
9,1,3,10.3,0,0,0,1.5
9,1,4,10.6,0,0,0,1
9,1,5,10.7,0,0,0,1.5
9,1,6,10.7,0,0,0,1
9,1,7,11,0,0,0,1.5
9,1,8,11.2,8,0,8,1.5
9,1,9,12,78,0,78,1.5
9,1,10,13,194,22,184,1
9,1,11,13.5,323,82,273,1
9,1,12,14,390,100,320,1
9,1,13,15,419,102,344,3.1
9,1,14,15.6,408,101,334,3.1
9,1,15,16,358,97,294,2.6
9,1,16,16,273,47,248,3.6
9,1,17,15.1,163,18,156,3.6
9,1,18,14,51,0,51,2.6
9,1,19,13,2,0,2,1.5
9,1,20,12.3,0,0,0,2.1
9,1,21,11,0,0,0,1
9,1,22,11,0,0,0,1.5
9,1,23,10.3,0,0,0,1.5
9,1,24,10,0,0,0,2
9,2,1,9,0,0,0,2.6
9,2,2,8.8,0,0,0,2.6
9,2,3,8.9,0,0,0,1.5
9,2,4,9,0,0,0,2.6
9,2,5,8.7,0,0,0,3.1
9,2,6,8,0,0,0,2.6
9,2,7,8,0,0,0,2.1
9,2,8,8.2,8,0,8,2.1
9,2,9,9,60,0,60,3.1
9,2,10,9,122,0,122,4.1
9,2,11,9.4,174,0,174,4.1
9,2,12,9.7,279,8,273,4.6
9,2,13,10,366,20,351,4.1
9,2,14,10,414,76,358,5.1
9,2,15,11,446,207,310,4.1
9,2,16,11,390,309,223,3.6
9,2,17,10.8,256,279,151,2.1
9,2,18,11,81,70,69,2.6
9,2,19,9,3,0,3,1.5
9,2,20,8,0,0,0,1.5
9,2,21,7,0,0,0,2.1
9,2,22,7,0,0,0,2.1
9,2,23,5.2,0,0,0,1.5
9,2,24,5,0,0,0,1.5
9,3,1,3,0,0,0,0.5
9,3,2,2.6,0,0,0,1
9,3,3,1.8,0,0,0,0.5
9,3,4,1,0,0,0,0
9,3,5,0.5,0,0,0,1.5
9,3,6,0,0,0,0,1.5
9,3,7,-0.3,0,0,0,2.1
9,3,8,-0.5,31,2,31,1
9,3,9,5,207,297,119,2.6
9,3,10,8,413,567,143,3.6
9,3,11,10.6,587,724,141,1.5
9,3,12,12,705,809,130,1
9,3,13,13.5,756,852,116,1
9,3,14,15,735,846,114,1
9,3,15,16,644,810,107,2.6
9,3,16,17,494,711,109,3.6
9,3,17,16.7,297,488,113,3.1
9,3,18,16,96,132,71,2.1
9,3,19,14,4,0,4,0.5
9,3,20,12.5,0,0,0,2.6
